name,count
Bar Capitol,2
Bar Club ABC,2
Bar Cuba Club,3
Bar Enge,2
Bar Expresso,3
Bar La Liégeoise,2
Bar Laura,3
Bar Le Retro,2
Bar Le Saxo,3
Bar Lounge Club 59,2
Bar Lounge Mojo,2
Bar Luna Nera Di Candolfi Christian,2
Bar Moulin Rouge Dalla Nora Claudio,2
Bar Nordsüd,3
Bar Pizzeria Da Vinci,2
"Bar Quasimodo, Bern",4
Bar Ristorante San Marco,2
Bar Sempione,2
Bar Tabac,2
Bar Vanini,2
Bar de L'Univers,3
"Bar de la Place, Baptista de Oliveira Paulo et Cie",3
Bar la Sirène,2
Bar le Charlot,3
Bar le Terminus,2
Bar und Restaurant Parlament GmbH,4
Barandun Hess von Graffenried Rechtsanwälte,2
Barbar,2
Barbara Michaela Tanner,2
Barbarino,5
"Barber saloon ""chez petko""",2
Barbershop For Men,2
Barbière,2
Barca Restaurations GmbH,2
Barnes Lugano,2
Barock Betriebs GmbH,2
Barson AG Immobilien & Verwaltungen,2
Basel,6
Basel Hotel Victoria,2
Basel SBB (Meret Oppenheim-Straße),3
Basel Schifflände,2
Basel School of Business,2
Basel Tattoo + Body Art Studio,2
Basel Tattoo Shop,3
"Basel, Basel central station",3
Basellandschaftliche Kantonalbank,3
Basellandschaftliche Kantonalbank (BLKB),11
Baselunterderlupe,2
Basilico,2
Basilique Notre-Dame de Genève,2
Basilisk Umzüge,2
Basler Handels-Gesellschaft AG,2
Basler Kantonalbank,29
Basler Kantonalbank - Greifengasse,2
Basler Kantonalbank - Riehen-Dorf,2
Basler Kantonalbank - Spiegelgasse,2
Basler Keller,3
Basler Malergeschäft,2
Basler Orthopädie René Ruepp AG,2
Basler Versicherungen,22
Basteiplatz,3
Bastelzentrum Crea AG,2
Basycon Schweiz GmbH,3
Bata,2
Bata Basel Marktplatz,2
Bata Bern Marktgasse 28,5
Bata Bern Neuengasse,3
Bata Neuchâtel Seyon,3
Bata Reinach,2
Bata Schuh AG,6
Batiline,2
BattantaCreation - Yoga Dance Art,2
Bau-Stein Treuhand GmbH,2
Baugenossenschaft ILV (In Labore Virtus),2
Baugenossenschaft Im Vogelsang,2
Baugenossenschaft TerraBern,3
Baugesellschaft Birsig AG,2
Baugesellschaft Neufeld AG I,2
Baulac AG,2
Baumann Shieldings,2
Baumgartner Bäckerei AG,2
Bauschänzli,2
Bayleaf Gourmet Indian Restaurant,2
Bazar Cafe & Bar,2
Bazu Mode Bachmann + Zulauf,2
Bcv,2
Be Oh!,4
BeNa Parkett GmbH,2
Beat Gut Malergeschäft,2
Beat Hofstetter Chäs Marili,2
Beat Schwengeler / Tana-Design,2
"Beatrice Keller, Physiotherapeutin",3
Beatrice Rossi jewelry,2
Beatrix Reisen Inh. B. Cometti Kössler,2
Beau-Rivage Neuchâtel SA,3
Beaubourg Encadrements d'art,3
Beautify Weber,2
Beauty & Nail Concept,2
Beauty Bar One (in Beauty Center Winterthur),2
Beauty Bern,2
Beauty Care,2
Beauty Care Andrea Persterer,2
Beauty Care Thun Permanent Make Up,2
Beauty Center Bern,5
Beauty Concierge,2
Beauty Connection,2
Beauty Cosmetic,2
Beauty Flash,2
Beauty Hair Center Basel,2
Beauty Line Michelle,2
Beauty Lounge Excellence,2
Beauty Lounge Solothurn - Coiffure & Nails,2
Beauty Nails,2
Beauty Nails und Kosmetik,3
Beauty Oase Schaffhausen,3
Beauty Options GmbH,2
Beauty Rosalinda Bauer,2
Beauty Source Wellness,2
Beauty Therapy,2
BeautyOase Lenk,2
BeautySpace Winterthur,2
BeautySpace Zug,2
Beautyforever Basel,2
Beautyhouse,2
Beautyhouse Baden,2
Beautylife,2
Beautymakas,2
Beautyness & Bodyforming & Styling für Sie und Ihn,2
Beautyness Cosmetic,2
Beautytek Lausanne,2
Beauté Extrême Sàrl,2
Beauté Saint-François,2
Beck Egger,2
Beck Glatz Confiseur AG,5
Beck Keller,2
Bed & Breakfast Rapperswil,2
Beger GmbH,2
Beierer Waffen,2
BekaaHouse,2
Bekb/bcbe,2
Bel Fiore B. Maddaluno,2
Bel New Sàrl,2
Beldona,52
Belgisches Honorarkonsulat,3
Belgisches Konsulat,2
Bella Bimba Kindermode,2
Bella Donna Store,3
Bella Vita,5
Bella Vita Burger,2
Bellepeau,3
Bellevue,11
Bellevue Palace Bern,4
Bellezza Cosmetics & Wellness,2
Bellini Locanda Ticinese,4
Belmondo,2
"Belphégor bandes dessinées, D. Rognon",3
Beltone Hörberatung,2
Benci Brothers,2
Benetec Zug AG,2
Benetton Dames & O12,3
Benoît Ribaux & Silvius Von Kessel,3
Bentom AG,2
Benu Pharmacie Etoile,2
Benz Modellbahnen und Spielwaren AG,2
Berchtold Umzüge & Transporte,2
Berdoz Optic,12
Berence - Chemise sur Mesure et Prêt-à-Porter Neuchâtel,3
Berenson Group SA,2
Berger AG,4
"Berger, Handel und Immobilien",2
Berghaus Standhütte mit Glas Iglu,2
Bergholz AG Immobilien Wil,2
Bergluft Sport,2
Bermuda Bar,2
Bern,2
Bern Backpackers Hotel Glocke,4
Bern Hotel,4
Bern Tourismus,4
Bern by night,2
"Bern-yoga, massages, coaching",2
"Bernard Corpataux, Zahnarzt",2
Bernard Nicod SA,4
Bernath-Magerle Rubina,2
Berner Cafetier- Verband (BCV),2
Berner Kantonalbank AG BEKB | BCBE,16
"Bernerhof AG, Luzern",3
Bernhard & Bieri,2
Bernheim & Co. AG,2
Bernina,2
Bernina Hotel Geneva,2
Bernina – Nähcenter Iseli AG,2
"Berntor Apotheke, M. + D. Ruprecht",2
Bershka,3
Bertmans Beauté Institut,2
Berufs-und Karriereberatung Böhi Christen GmbH,2
Beschle Confiseur & Chocolatier,2
Best Western Hotel Wartmann,2
Best Western Plus Hotel Bahnhof,3
Bestattungen Nisio Gmbh,2
Bestattungsdienst Blaser Erwin,2
Bestattungsdienst Thomas Rubin Bestattungen,2
Bettenland,3
Bettgeschichten,2
Bettwaren Rafzerfeld Zollinger + Co. AG,3
Bewegungsart,3
Beyer Chronometrie AG,3
Beyer Shop,3
Bezirksgericht,3
Bhf Wollishofen (Bus),2
Bhf Wollishofen (Tram),2
Biasca,2
"Biasca, Monda del Turco",2
"Biasca, Stazione",2
Biba Shop Biel,2
Biblion Antiquariat an der Kirchgasse Leonidas Sakellaridis,2
Bibliothek,11
Bibliothèque Pestalozzi,3
Bibliothèque publique et Salle de Lecture,3
Bicycle Holidays AG,2
Bieli Bestattungen,2
Bielser Malergeschäft,2
Bienfait SA,3
Biercafé Au Trappiste,3
Biergarten Baden,2
Bieri,2
Bierkeller Au Trappiste,3
Bierstube zum Stadtkeller Basel,2
Big Blue Tours,2
Big Point Tattoo,2
Bigg's Burger GmbH,2
Bigler + Co. Immobilien + Verwaltungen,2
Bigler Immobilien & Verwaltungen Thun,3
Bihrer Rechtsanwälte AG Andreas Bihrer,2
Bijou Les Boutiques,2
Bijou les Boutiques,6
Bijouterie CD Andre Sifonios Andre,2
Bijouterie CD Coeur du Portugal,2
Bijouterie CD Der Partnerring by Rhomberg,2
Bijouterie CD Shibota Perlen,2
Bijouterie CD SilverLand,2
Bijouterie Gyor AG,2
Bijouterie H. Walthert,3
Bijouterie Maegli,2
Bijouterie Mathys,3
Bijouterie Rhomberg Schmuck,3
Bijouterie Robert,3
Bijouterie Silverland,2
Bijouterie Sonderegger & Co AG,3
Bijouterie Zufferey,2
Bijouterie der Partnerring by Rhomberg,3
Bijouterie et Montres Oro Vivo,3
Bijoux Bonnet,3
Bijoux Concept,3
Bijoux Guggisberg,3
Bijoux Idee GmbH,2
Bijoux Stadelmann AG,5
Bijoux io S.A.,2
Bijoux-Anne,2
Bike n Roll GmbH,2
Bildrausch Filmfest Basel,2
Bildung Detailhandel Schweiz,4
Bimag-Immobilien AG,2
Binder Rechtsanwälte,2
Bingo Schuh Discount,3
Bingo Shoe-Discount,5
"Binningen, Hohle Gasse",2
"Binningen, Oberdorf",2
Binz,3
Bio Casa Lugano SA,2
Bio Kosmetik,2
Bio-Beck Lehmann,2
Biolade Bade AG,2
"Bioladen Salvia, Carmen Trutmann",2
Biomedizinisches Kompetenzzentrum Rorschach AG,2
Bionic - Next Generation Sports,4
Biosauna AG,2
Biovitalis Marti's Gesundheitszentrum,2
Birchler Urs-Benno,2
Birnbaum AG,2
Birreria al Forte SA,3
Biscosuisse,4
Bissig Schuhmacherei,2
Bistro Gastwirtschafts-AG,2
Bistro am See,3
Bistro de la Gare Jean-Pierre Pfammatter,2
Bistro du Théatre,2
Bistro-Bar Ratsstübli,3
Bistrot Lugano,3
Bitcoin ATM,3
Bitzer Sanitär AG,2
"Black Lady Boutique, Kasser",2
Black Lady Salon,2
Blackout,2
Blaesi Sicherheit,2
Blanchisserie du Simplon,3
Blatter Holzkunst GmbH,2
Blatter Konfektion AG,2
Blattmann & Partner AG,3
Blattmann Immobilien AG,2
Blend Teehaus,3
Bloch Herrenmode,2
Blossom Clothes,3
Blu Martini Club,3
Blue Bar & Smokers Lounge,2
Blue City Hotel AG,2
Blue Heart Fashion,3
Blue Lemon by Ramax,3
Blueink GmbH,2
Bluemeland Soledurn,2
Bluemelaube GmbH,4
Bluemeträff Martin von Bergen GmbH,2
Bluestone Media AG,2
Blum & Partner,2
Blume 3000,2
Blume 3000 AG,4
Blumen Ambiance,2
Blumen Barbara,2
Blumen Bethli,2
Blumen Binder,2
Blumen Bluemelade bim Schloss Gmbh,2
Blumen Breitenstein,2
Blumen Design,2
Blumen Florarte,2
Blumen Jakob,3
Blumen Lerch GmbH,2
Blumen Melanie Jean Richard,4
Blumen Müller,2
Blumen Müller Wädenswil AG,2
Blumen Nützi,2
Blumen Remund,4
Blumen Rosenkavalier,2
Blumen Schipfe,2
Blumen Schmid,2
Blumen Verena Floristik,2
Blumen etc... Irène Schacher,2
Blumen-Gärtnerei Müller,2
BlumenRaum,2
Blumenau,2
Blumengärtnerei Ellenberger & Fuhrimann,3
Blumenhalle Spring AG,3
Blumenhaus Erni,2
Blumenhaus Frei,3
Blumenhof Christian Schoch,2
Blumenkreationen Marlise Studer GmbH,2
Blumenland Müller,2
Blumenstand zur Rose GmbH,2
Blumenwerkstatt Monika Würsch,2
Blumenzauber Herti GmbH,2
Bläuer watches and jewelery AG,3
Blüten Café,3
Blütenglück GmbH,2
BnB im Herzen von Biel,2
Boa Lingua - Sprachaufenthalte weltweit,4
Boa Lingua - Séjours linguistiques,5
Boa Lingua Chur - Sprachaufenthalte weltweit,2
Bobbi Brown,3
Bobby und Fritz,2
Bobby&Fritz,2
Bodega der Markag,2
Bodega zum spanische Fass,2
Body Power Fitness Gym,2
Body Werkstatt,2
"Bodyteam - massage, cosmetics, cellulite & Wellness",2
Boffi Show room,3
Bogen Kaffee - Fachgeschäft für Kaffee & Tee,2
Bogner Zürich,2
Bohnet & Schlatter Treuhand AG,3
Bohraus Immobilien und Sponsoring AG,2
Bola Mode GmbH,2
Boldog Dr. med.,2
Bolero Hair Studio Vittoria Nevoso,5
BonGusto - Essen und Trinken,2
Bonbec,2
Boner Elektrohaus,2
Bongusto Gelateria,2
Bongénie,5
Bonhage PR AG,3
Bonne Bibine,3
"Bonoli, Gabriele e Cristina, dottori medici dentisti SSO/STMD",2
Boogaloo Sàrl,3
Bookbinders Design Basel,2
Books Lüthy Solothurn,2
Bookstore Karger Libri,3
Boots'n Heels,2
Bordier & Cie,4
Bormiella Immobiliare SA,2
Boréal Coffee Shop Chantepoulet (GE),3
Boréal Coffee Shop Mont Blanc (GE),3
Boss FDM & Physio GmbH,5
Bossard,2
Bossard Bäckerei-Konditorei AG,5
Bosshard + Co. AG,2
Botschaft der Republik Kosovo,5
Bottega Veneta Zürich Bahnhofstrasse,3
Bottle Brothers Lausanne,2
Botty Winterthur,2
Boucherie Des Oliviers Sàrl,2
Boucherie R. Margot,3
Boucherie Simon Noël,3
Boucherie chevaline B. Moret,2
Boucherie chevaline La Licorne,2
Boucherie du Centre SARL JM Python,2
Boucherie du Simplon,3
"Boukje Ernst, Physiotherapeutin",2
Boulangerie - Confiserie Suard,2
Boulangerie - Tea-Room Epiney Le Plazza,2
Boulangerie Aimé Pouly,2
Boulangerie Au Brignol,2
Boulangerie Gobet,2
Boulangerie Grandjean Jean- Loup SA,3
Boulangerie Hall Central,3
Boulangerie Pouly Arcades,3
Boulangerie Zenhäusern,2
Boulangerie chez Jean-Pierre,2
Boutique 'Casucci' Bernadette Zäch,2
Boutique 65,3
Boutique Adriana,2
Boutique Akzente,3
Boutique Altstadt,2
Boutique Ammann AG,3
Boutique Anastasia GmbH,2
Boutique Arlequin,5
Boutique Arlequin Modes,2
Boutique Benetton,3
Boutique Big Five,2
Boutique Blancanieves,5
Boutique Borsalino,3
Boutique Business World AG,2
Boutique Byzanz,3
Boutique Cabinet zem Pierrot,3
Boutique Calida,2
Boutique Campus,2
"Boutique Candy, Sandra Cespedes",2
Boutique Caprices de Femmes,2
Boutique Cardas,2
Boutique Carnabi,3
Boutique Casa Mode,2
Boutique Casaluci S.,3
Boutique Castella,2
Boutique Catherine A.,3
"Boutique Chess, Prêt-à-porter féminin",3
"Boutique Chess, Prêt-à-porter masculin",3
Boutique Clara Faccini,2
Boutique Claudia,2
Boutique Clementine,2
Boutique Clochard,5
Boutique Clochard AG,2
Boutique ComeBack,4
Boutique Créature,3
Boutique Daniela Spillmann,2
Boutique Downtown Bijoux,3
Boutique Du Pareil au Même,2
Boutique Duett,3
Boutique Détour,2
Boutique Exclusiv,2
Boutique Explosiv,2
Boutique Express yourself,2
Boutique FUN,2
Boutique Fashion Sachs,3
Boutique Flirt,3
Boutique GO,4
Boutique Geny,3
Boutique Gilda,2
Boutique Glamour,2
Boutique Goa,2
Boutique Gueule d Ange,2
Boutique Hood River Edgar Röthlisberger,2
Boutique Impero,2
Boutique International Designers,2
Boutique Ivka,2
Boutique Jutta AG,3
Boutique Khazana,3
Boutique L,3
Boutique L'Obló,2
Boutique La Pierre Luzern,2
Boutique La gatta,2
Boutique Laufsteg GmbH,4
Boutique Lorenz Bach,2
Boutique Luciana,2
Boutique Madame,3
Boutique Madeleine S.C.,2
"Boutique Mystère, Anne Lise Collaud",2
Boutique Naco,2
Boutique Naomi Pelican,2
Boutique Nouvelle,2
Boutique Novelli,2
Boutique Nuit Blanche,3
Boutique Olivia,2
Boutique Osa One,2
Boutique Oxane,2
Boutique Papillon,2
Boutique Piccadilly,2
"Boutique Piccolino, Marlies Roth",2
Boutique Pingouin,3
Boutique Podium,3
Boutique Richly Trend Lugano,2
Boutique Rita Hess,2
Boutique Roma,2
Boutique Régine GmbH,2
Boutique Salander - Atelier de couture,2
Boutique Sesto Senso,2
Boutique Shanti,2
Boutique Sisley,4
Boutique Subito,2
Boutique Switcher Store des Halles,3
"Boutique TESS, Schurch & Cie, Chaussures et Mode",3
Boutique Terre & Eau,2
Boutique VENUS,2
Boutique Vis à Vis Sàrl,2
Boutique Wallaby,2
"Boutique Windrose, Frau E. von Siebenthal",3
Boutique du Livre,3
Boutique la Bricotine,3
Boutique la Nuance,2
Boutique le Castel,2
Boutiques Superstar SA,2
Bovimmo Sàrl,2
Box4u,2
Boxclub Basel,2
Boys and Girls,3
"Bracher & Partner, Advokatur und Notariat",3
Brandy Melville,2
Brasa Away Food,2
Brasebad Kiost,2
Brasserie Aux Cheminots,2
Brasserie Bahnhof Schaffhausen,3
Brasserie Basel,2
Brasserie Chez Moules-Edy,3
Brasserie Flora,4
Brasserie Grand-Chêne,2
Brasserie Le Cardinal,2
Brasserie Le Jura,3
Brasserie Les Trois Rois,2
Brasserie Löwen,2
Brasserie Steiger,3
Brasserie Süsswinkel,2
"Brasserie de la Place, Muammer Kurucu",2
Brasserie l'Esprit Bistrot,2
Brasserie-Bar Le Moderne,2
Bratschi Wiederkehr & Buob,2
Braun Jutta Maria,2
Brausebad,2
Braut-Atelier 09 / Brautmode,2
Brautparadies Thun,2
Brdjovic,2
Bread à porter AG,4
"Bread à porter AG,",4
Bregger & Cie AG,2
Breitenmoser Treuhand GmbH,2
Breitenrain,2
"Bremgarten AG, Bahnhof",2
"Bremgarten AG, Obertorplatz",2
Bremgarten Obertor,2
Breo Keller,3
Brezelkönig,19
Brezelkönig N. Veapi,2
Briefmarken Grösch,2
Bright-Fashion GmbH,2
"Brigitte Böhni, Physiotherapeutin",2
Brillant,2
Brillant AG,2
Brillen Paradies Renggli,2
Brillenstudio Birrwyler Frauenfeld AG,2
Brin de Beauté,3
Brino Velo AG,2
Brissago NLM,2
Britannia Pub,3
Brockenstube Glubos,2
Brockenstube Riehen,2
Brogues and more,2
Brooklyn Club & Lounge,2
Bruder AG,2
Brugg Regio,2
Brugge Optik,2
Brummell,2
Brummell Night Club,2
Brun Architektur GmbH,2
Brunello Cucinelli,2
Brunello Fashion,2
Brunello Shoes,3
Bruni Et Imer - Dan'ton-ku,2
Brunnen Bibelpanorama,10
Brunnenhof Praxis,2
Brunnenplatz,2
Brunner Stoll Schulthess,2
Brunner's Bodywear AG CALIDA Store,2
Bruno's Ladies & Men's Fashion,2
Brändli AG,2
Brändli Café Riehen,2
Brändli Espresso Bar,2
Brändli Rechtsanwalt,2
Brötli Bar Kuhnen,2
Brühwiler & Friedli GmbH Elektrohaushalt mit Pfiff,2
"Brüttisellen, Gsellhof",2
"Brüttisellen, Zentrum",2
Bubble Tea On The Way,3
"Bubenberg Hautarzt Dr. med. Büttiker, Urs, FMH Dermatologie, Dermatologe Bern",2
Bubenberg Immobilien AG,2
Bubenberg Take Away,2
Bubenberglaser & Dermacosmetics Haarentfernung Bern,2
"Bubikon, Bahnhof",4
Buch Shopping AG,2
Buch-Paradies AG,3
Buchbrunnen Immobilien GmbH,2
Bucher Hair & Style,3
Bucher-Verwaltungen,2
Bucherer,12
Buchhandlung Beer,3
Buchhandlung FEG,5
Buchhandlung Labyrinth GmbH,3
Buchhandlung Paul Voirol AG,4
Buchhandlung Provini Berther,2
Buchhandlung Provini Berther GmbH,2
Buchhandlung Schuler + Schmid GmbH,2
Buchhandlung Weyermann,3
Buchhandlung zum Zytglogge Bern,4
Buchhaus Stocker Schwyz,2
Buchmann AG,2
Buchmann Metallbau AG,2
Buchparadies Wädenswil,2
Buchreich,2
Buckles & Belts Silvia Ursprung,2
Budget Autovermietung Lausanne,3
Budget rent a car,3
Buffet Espresso,2
Buffet Express,2
Buffet de la Gare,2
Buffet les 3 Chemins-de-Fer Chez Don Pasquale,2
Bui AG,2
BuiCil,2
Bull Shop S.A.,2
Bull'Optic S.A.,2
Bulle,2
Bulle Centre,2
"Bulle, Place de la Gare",2
"Bulle, Place des Alpes",2
"Bulle, gare",2
Bundeshausterrasse,2
Bundesplatz,5
Buongiorno,2
Burberry,4
Burch Waffen,2
Bureau d ingénieur Jean Claude Huber,2
Bureau immobilère Nanchen,3
Burgcafé Conditorei,2
Burger & Müller,2
Burger King,21
Burger King Fribourg,2
Burger Taxi Scuderia,2
Burgerbibliothek Bern,4
Burgerhaus/Dekowerkstatt,3
"Burgerliche Ersparniskasse Bern, Genossenschaft",5
Burgunder Bar GmbH,2
Buri Gestion,2
Burkhalter + Co.,2
Burkhalter Wettingen,2
Burrito Brothers - Geneva,2
Busbetrieb Solothurn und Umgebung AG,2
Busch Dental AG Thun,2
Business Apartments,2
Business Gastro AG,2
Buss & Roth Investment Partners AG,2
Bussmann & Frey AG,2
Butchery Jenzer Fleisch + Feinkost AG,3
Butlers,2
Butsaba Fashion Boutique,2
Buwarest GmbH,2
BÖHLI AG Bäckerei-Confiserie,3
BÜPA AG,2
Bâloise Assurance SA Bâloise Vie SA,2
Bâloise Assurances,4
Bächli Bergsport AG,3
Bäckerei Amstutz,2
Bäckerei B. u R. Widmer,2
Bäckerei Bachmann EG Gleis3,3
Bäckerei Bucher,2
Bäckerei Buchmann,2
Bäckerei Confiserie Bachmann Bahnhof Luzern,3
Bäckerei Confiserie Bachmann Kantonalbank,2
Bäckerei Confiserie Bachmann Metalli,2
Bäckerei Felber,2
Bäckerei Hug,9
Bäckerei Hänggi,2
Bäckerei Konditorei Cafe Lüönd,2
Bäckerei Konditorei Confiserie Wick AG,2
Bäckerei Meier,2
Bäckerei Müller AG,2
Bäckerei Peter,2
Bäckerei S. Winter,2
Bäckerei Schwyter,4
Bäckerei-Conditorei Fleischli AG,2
Bäckerei-Konditorei Christen,2
Bäckerei-Konditorei Le Panetier,2
Bäckerei-Konditorei Merz,2
Bäckerei-Konditorei Sandwicherie Paillasse,3
Bäckerei-Konditorei zum Brotegge,2
Bäckerei-Konditorei-Confiserie von Rotz GmbH,2
Bälliz Apotheke + Drogerie AG,3
Bären Apotheke,4
Bären-Apotheke Schwander Lukas,5
Bärenplatz,3
"Bärfuss, Videotera",2
Bärner Mitti,2
Bärtschi Optik AG,4
Bébéhaus von Wyl,2
Béni Bar PMU Zeller Bernard,2
Bénédict Schule Bern,3
Böhli AG Bäckerei Confiserie,2
Bösse's,2
Bücher Balmer Zug,2
Bücher Dillier GmbH,2
Bücher Eule,3
Bücher Fass Georg Freivogel,2
Bücher Lüthy Biel,2
Bücher-Brockenhaus Bern,3
Bücher-Brocky,3
BücherSchoch GmbH,2
Büchler Innendekoration,2
Bühler Hair Cosmetic GmbH,2
Bündaparkplatz,2
Bündner Kunstmuseum,2
Bürgin & Thoma,3
"Bürki Kurt, Podologie GmbH",2
Bürki Les Collections SA,3
Bürostuhlrennen 1.7.2017,2
C&A,52
C&A Market,3
C&Fdl SA,2
"C. Anderegg, Goldschmiedin und Gemmologin",2
C. Bopp GmbH,2
"C. Matthisson, Dr. med.",2
C. Zimmerli Velos-Motos,2
C/S CENTRO,4
C4sure GmbH,2
CAFEZEIT,2
CALIDA,41
CAP Nord Boutique,3
CAPITAL SISTEMS,2
CARAT SION,2
CARE. Centrum für Assistierte Reproduktionsmedizin und gynäk. Endokrinologie,2
CASCADA,2
CATLOVERS,3
CBC Gruppe,2
CBD Kingz,3
CCA Sàrl,2
CCAP Caisse Cantonale d'Assurance Populaire,3
CDK Schweiz AG,2
CDW Immobilien AG,2
CEDRUS Wohnbaugenossenschaft c/o Magnus Küng Advokatur und Notariat,2
CENTRE D’ACCUEIL uNIVERSEL,2
CF Immobilien GmbH,2
CFF Agence de voyages,2
CFF Restaurant Lausanne Voyageurs,3
CGS Immobilier Lausanne SA,2
CHAT NOIR AG,5
CHILIWORKS GMBH Veranstaltungstechnik / Eventtechnik,2
CHRIST Uhren & Schmuck,12
CHRIST Watches & Jewelery,10
CIC,14
CIDOC,3
CITY GYM,2
CIty Grill,2
CLER Sa,2
COALMINE,2
COMPANYS,5
COMPTOIR DES ALPES,2
CONCETTO FORMALE,3
CONCORDIA Bulle,2
CONCORDIA Diessenhofen,3
CONCORDIA Fribourg,2
CONCORDIA Frutigen,3
CONCORDIA Schweizerische Kranken- und Unfallversicherung,2
CONCORDIA Thun,3
CONCORDIA Walchwil,2
CONORMCCREEDY SA,2
COP Serrurier,2
COS Lausanne,2
CPM Center of Psychotraumatology and Mediation,3
CRASH,2
CSS Assurance,44
CSS Versicherung,19
"CSS Versicherung, Agentur Biel / Bienne",2
CUSVI ART TATTOO,2
"Ca marche - Chaussures, Prêt-à-Porter et sacs à Neuchâtel",3
Cabinet Ayurvédique Massage bien-être - Institut Satya - Agrée ASCA,3
Cabinet Béguin d'expertise fiscale CBEF SA,3
Cabinet Claude-Yvan Conne,3
Cabinet Dentaire Buhler - Zurcher,4
Cabinet Dentaire Cabri-Wiltzer,3
Cabinet Dentaire Dr. Costa,3
Cabinet Dentaire d'Octodure,2
Cabinet Dentaire de Dr Cyrus Shahidi,3
Cabinet Dentaire des Halles | Dr. François Veuve,3
Cabinet Dr Laurencet,4
Cabinet Dr Wary Plasticien ICare,2
Cabinet Lavicennes,2
Cabinet Medical Dr M. Cikes S.a.,3
Cabinet ORL Dr Naline Juilland,3
Cabinet VETérinaire (animaux de compagnie),2
Cabinet VETérinaire Dr D. Stornetta Dr J.-B. Deillon,2
Cabinet de gynécologie Combaz,2
Cabinet de gynécologie Nina Combaz,2
Cabinet de médecine esthétique La Jouvence SA,3
Cabinet dentaire - Divorne Timothy,2
Cabinet dentaire Bize & Godet,3
Cabinet dentaire Dr Christophe Houël,2
Cabinet dentaire Dr. Iancu Ana-Maria,3
Cabinet dentaire Jean Erler,3
Cabinet dentaire de Mornex,3
Cabinet du Lac,2
"Cabinet fiduciaire et fiscal, Dino Venezia SA",2
Cabinet juridique du Mont-Blanc,3
Cabinets dentaires Barras & Associés SA,2
CabonTEC.ch - Sven Burghard,2
Cabri-Wiltzer Benoît,3
Cachet,20
Cactus Club Cafe,2
Cadillac Bar,3
Cafe Bar Ozan,2
Cafe Berva GmbH Olten,2
Cafe Conditorei Zur Glocke,2
Cafe Du Théâtre,2
Cafe Lounge Vale,2
Cafe PIC,2
Cafe Restaurant Chrottebach,2
Cafe Restaurant Domino,2
Cafe Wick Bäckerei-Konditorei,2
Cafe Wühre,2
Caffe Spettacolo,2
Caffe touch,3
Caffè Ceresiana,3
Caffè In,2
Caffè Spettacolo,32
Caffè Teatro snack-bar,2
Café & Restaurant City,2
Café & Restaurant Passagino,2
Café Americano,3
Café Art,2
Café Ascot Zug,2
Café Atlantis Urs Peter Rieben,3
Café Bar Gold Kovacevic,2
"Café Bar La Dzodzette, Ballaman Gabrielle",2
Café Bar Landhaus,2
Café Bar Le Central,2
Café Bar Passagino & Passage,2
Café CUORE,2
Café Cis,5
Café City,3
Café Du Pont,2
Café Fortuna,2
Café Gelateria Crêpino,2
Café Lounge Lesbar,3
Café Madeleine Inhaberin M. Thönen,2
Café Mock,3
Café Mozart,2
Café Noordlicht,3
Café Odeon,2
Café Parada 30,2
Café Perroquet Vert,2
Café Restaurant Black,4
Café Restaurant Damas,2
Café Restaurant Erker V. Ramos,3
Café Restaurant La Romande,2
"Café Restaurant La Rotonde, Pierrette Maradan Bonzon",2
Café Restaurant La Terrasse,2
Café Restaurant l Harmonie Sàrl,2
Café Restaurant Özer Kara Fatma,2
Café Ring,2
Café Romand,2
Café Singer,2
Café Spittelgarte,2
Café Spitz,2
Café Studio,2
Café TWINY,2
Café Tearoom Alexandra,2
"Café Trio, Maschino",3
Café Vaudois,2
Café Vordergasse,2
Café Yucca,3
Café au Fribourgeois,2
Café de Grancy,3
Café de Paris - Chez Boubier,3
Café de l'Avenir,3
Café de l'Europe,3
Café de l'Union,2
Café de la Gare,2
Café des Artisans,2
Café des Artistes,2
Café des Pyrénées,4
Café du Cerf,3
Café du Midi,2
"Café du Simplon,",3
Café l'Ami-Ami,3
Café la Suisse,2
Café restaurant Tortillard,3
Café und Kleinhotel Weggen,3
Café-Bar Diagonal,5
Café-Restaurant de la Gare,2
Café-restaurant Le Centre SA,2
Café/Bar Gryffe,2
Cafébar Barock Solothurn GmbH,2
Caisse De Pensions De La Ville De Bulle,2
Caisse de pensions NORDMANN Fribourg,3
Caisse de remplacement,2
Caisse maladie Sanitas,2
Calida,3
Calida Store,2
Calmed,2
Calonder Blumen,2
Calusso,2
Calza.ch,3
Calzedonia,25
Calò,2
Camaieu,6
Cambio Parini SA,2
Camden Town,2
Cameradeco.com,3
Camicissima,5
Camille albane - Salon de Coiffure,2
Camping Bellinzona,2
Candrian Catering AG,2
Candy Jewels,2
Canna Lounge,2
Cantina Don Camillo,2
Cantina del Vino,2
Cantonal Bank Of Vaud,2
Cantonal police station Pâquis,3
"Canzo P, Metthez",2
Cap-c Voyages,3
Capitol,2
Capriccio Schuhe,2
Caputo,2
Caputo & Partners AG,2
Caputo & Partners AG - Swiss Banking Lawyers,2
